__time,/plot_data/data.0,/plot_data/data.1,/plot_data/data.10,/plot_data/data.11,/plot_data/data.12,/plot_data/data.13,/plot_data/data.14,/plot_data/data.15,/plot_data/data.16,/plot_data/data.17,/plot_data/data.18,/plot_data/data.19,/plot_data/data.2,/plot_data/data.20,/plot_data/data.21,/plot_data/data.22,/plot_data/data.23,/plot_data/data.24,/plot_data/data.25,/plot_data/data.26,/plot_data/data.27,/plot_data/data.28,/plot_data/data.29,/plot_data/data.3,/plot_data/data.30,/plot_data/data.31,/plot_data/data.32,/plot_data/data.33,/plot_data/data.34,/plot_data/data.35,/plot_data/data.36,/plot_data/data.37,/plot_data/data.38,/plot_data/data.39,/plot_data/data.4,/plot_data/data.40,/plot_data/data.41,/plot_data/data.42,/plot_data/data.43,/plot_data/data.44,/plot_data/data.45,/plot_data/data.46,/plot_data/data.47,/plot_data/data.48,/plot_data/data.49,/plot_data/data.5,/plot_data/data.50,/plot_data/data.51,/plot_data/data.52,/plot_data/data.53,/plot_data/data.54,/plot_data/data.55,/plot_data/data.56,/plot_data/data.57,/plot_data/data.58,/plot_data/data.59,/plot_data/data.6,/plot_data/data.60,/plot_data/data.61,/plot_data/data.62,/plot_data/data.63,/plot_data/data.7,/plot_data/data.8,/plot_data/data.9,/robotiq_ft_wrench/header/seq,/robotiq_ft_wrench/header/stamp,/robotiq_ft_wrench/wrench/force/x,/robotiq_ft_wrench/wrench/force/y,/robotiq_ft_wrench/wrench/force/z,/robotiq_ft_wrench/wrench/torque/x,/robotiq_ft_wrench/wrench/torque/y,/robotiq_ft_wrench/wrench/torque/z
1705320517.439500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,961087.000000000,1705320517.439261913,-18.889999390,-30.100000381,159.210006714,4.431000233,-0.451999992,-0.635999978
1705320517.451675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,961088.000000000,1705320517.451493979,-18.959999084,-29.950000763,159.270004272,4.461999893,-0.444999993,-0.573000014
1705320517.468014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,961089.000000000,1705320517.467756271,-18.860000610,-29.290000916,159.320007324,4.505000114,-0.433999985,-0.483000010
1705320517.484173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,961090.000000000,1705320517.484023809,-18.579999924,-28.770000458,158.960006714,4.412000179,-0.460000008,-0.549000025
1705320517.500540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,961091.000000000,1705320517.500294924,-18.899999619,-28.469999313,158.869995117,4.375000000,-0.428999990,-0.564000010
1705320517.516862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,961092.000000000,1705320517.516593933,-18.479999542,-28.489999771,159.179992676,4.431000233,-0.449999988,-0.515999973
1705320517.533070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,961093.000000000,1705320517.532867908,-18.790000916,-28.170000076,159.369995117,4.488999844,-0.421000004,-0.405000001
1705320517.549395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,961094.000000000,1705320517.549143076,-18.559999466,-26.579999924,158.929992676,4.522999763,-0.426999986,-0.321999997
1705320517.563983,2.000000000,1.000000000,-0.343429674,0.186151372,-3.221736291,16.153132001,-6.649150562,4.370989189,0.085216932,-0.898125064,0.000000000,-0.001076946,-0.677393675,-0.000408669,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-3.846867999,-1.649150562,0.000000000,0.059700947,0.000000000,0.000000000,0.000000000,0.004609149,-0.000144733,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.243374988,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.001537861,-0.677416207,-0.000394196,0.000000000,0.000000000,0.000000000,0.059813856,0.243378473,2.811045292,,,,,,,,
1705320517.565650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,961095.000000000,1705320517.565431356,-18.379999161,-26.629999161,158.690002441,4.434000015,-0.444999993,-0.388999999
1705320517.567132,2.000000000,1.000000000,-0.343429674,0.186151372,-3.216236261,16.023132078,-6.653150654,4.355989179,0.082816933,-0.907925064,0.000000000,-0.001010763,-0.677393675,-0.000412364,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-3.976867922,-1.653150654,0.000000000,0.059700947,0.000000000,0.000000000,0.000000000,0.000661830,-0.000036947,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.243374988,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.001076946,-0.677415897,-0.000408669,0.000000000,0.000000000,0.000000000,0.059807666,0.243380825,2.811045292,,,,,,,,
