__time,/plot_data/data.0,/plot_data/data.1,/plot_data/data.10,/plot_data/data.11,/plot_data/data.18,/plot_data/data.19,/plot_data/data.2,/plot_data/data.20,/plot_data/data.21,/plot_data/data.22,/plot_data/data.23,/plot_data/data.24,/plot_data/data.25,/plot_data/data.26,/plot_data/data.27,/plot_data/data.28,/plot_data/data.29,/plot_data/data.3,/plot_data/data.30,/plot_data/data.31,/plot_data/data.32,/plot_data/data.33,/plot_data/data.34,/plot_data/data.35,/plot_data/data.36,/plot_data/data.37,/plot_data/data.38,/plot_data/data.39,/plot_data/data.4,/plot_data/data.40,/plot_data/data.41,/plot_data/data.42,/plot_data/data.43,/plot_data/data.44,/plot_data/data.45,/plot_data/data.46,/plot_data/data.47,/plot_data/data.48,/plot_data/data.49,/plot_data/data.5,/plot_data/data.50,/plot_data/data.51,/plot_data/data.52,/plot_data/data.53,/plot_data/data.54,/plot_data/data.55,/plot_data/data.56,/plot_data/data.57,/plot_data/data.58,/plot_data/data.59,/plot_data/data.6,/plot_data/data.60,/plot_data/data.61,/plot_data/data.62,/plot_data/data.63,/plot_data/data.7,/plot_data/data.8,/plot_data/data.9,/robotiq_ft_wrench/header/seq,/robotiq_ft_wrench/header/stamp,/robotiq_ft_wrench/wrench/force/x,/robotiq_ft_wrench/wrench/force/y,/robotiq_ft_wrench/wrench/force/z,/robotiq_ft_wrench/wrench/torque/x,/robotiq_ft_wrench/wrench/torque/y,/robotiq_ft_wrench/wrench/torque/z
1705311025.256994,11.658147667,-9.947433217,-0.515333335,0.552333325,0.000000000,0.000000000,11.406351000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.131139384,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.234661480,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.243949190,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-15.240000089,0.000000000,0.000000000,0.000000000,0.000000000,-41.291666667,163.436665853,0.181000002,,,,,,,,
1705311025.264183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367795.000000000,1705311025.264125824,-15.189999580,-41.340000153,163.440002441,0.179000005,-0.513999999,0.554000020
1705311025.276467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367796.000000000,1705311025.276337862,-15.270000458,-41.340000153,163.449996948,0.179000005,-0.513999999,0.555999994
1705311025.292805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367797.000000000,1705311025.292625666,-15.270000458,-41.310001373,163.380004883,0.180000007,-0.513000011,0.551999986
1705311025.309144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367798.000000000,1705311025.308905602,-15.180000305,-41.340000153,163.429992676,0.180999994,-0.514999986,0.552999973
1705311025.325326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367799.000000000,1705311025.325158596,-15.159999847,-41.340000153,163.449996948,0.180999994,-0.517000020,0.552999973
1705311025.341603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367800.000000000,1705311025.341432333,-15.159999847,-41.349998474,163.460006714,0.180000007,-0.517000020,0.554000020
1705311025.358111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367801.000000000,1705311025.357728720,-15.199999809,-41.319999695,163.460006714,0.180999994,-0.514999986,0.555000007
1705311025.358651,11.693861998,-9.990052287,-0.515000003,0.553857139,0.000000000,0.000000000,11.408257622,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.131996527,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.234328148,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.245473004,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-15.204285758,0.000000000,0.000000000,0.000000000,0.000000000,-41.334285736,163.438572475,0.180142858,,,,,,,,
1705311025.374209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367802.000000000,1705311025.374017715,-15.239999771,-41.340000153,163.419998169,0.180000007,-0.515999973,0.554000020
1705311025.390533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367803.000000000,1705311025.390260458,-15.210000038,-41.310001373,163.429992676,0.181999996,-0.514999986,0.551999986
1705311025.406889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367804.000000000,1705311025.406538248,-15.250000000,-41.310001373,163.449996948,0.181999996,-0.514999986,0.552999973
1705311025.423161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367805.000000000,1705311025.422820330,-15.270000458,-41.310001373,163.410003662,0.180999994,-0.514999986,0.555000007
1705311025.439296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367806.000000000,1705311025.439085722,-15.279999733,-41.319999695,163.399993896,0.180999994,-0.513999999,0.554000020
1705311025.455517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367807.000000000,1705311025.455292702,-15.289999962,-41.290000916,163.460006714,0.180999994,-0.513999999,0.550999999
1705311025.458251,11.641481095,-9.969100698,-0.514833321,0.553166668,0.000000000,0.000000000,11.398017158,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.130972722,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.234161467,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.244782532,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-15.256666660,0.000000000,0.000000000,0.000000000,0.000000000,-41.313334147,163.428332011,0.181166664,,,,,,,,
1705311025.471811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367808.000000000,1705311025.471557856,-15.270000458,-41.299999237,163.449996948,0.180000007,-0.514999986,0.554000020
1705311025.488113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367809.000000000,1705311025.487856627,-15.260000229,-41.319999695,163.429992676,0.180000007,-0.513999999,0.552999973
1705311025.504278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367810.000000000,1705311025.504149437,-15.270000458,-41.360000610,163.360000610,0.180999994,-0.513999999,0.551999986
1705311025.516738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367811.000000000,1705311025.516477585,-15.310000420,-41.389999390,163.380004883,0.180999994,-0.513000011,0.552999973
1705311025.533357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367812.000000000,1705311025.533104420,-15.350000381,-41.319999695,163.399993896,0.180000007,-0.512000024,0.551999986
1705311025.549875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367813.000000000,1705311025.549629927,-15.270000458,-41.139999390,163.399993896,0.182999998,-0.513999999,0.555000007
1705311025.557576,11.609814022,-9.960766220,-0.513666670,0.553166658,0.000000000,0.000000000,11.373015632,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.131306051,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.232994815,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.244782522,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-15.288333734,0.000000000,0.000000000,0.000000000,0.000000000,-41.304999669,163.403330485,0.180833335,,,,,,,,
1705311025.566187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367814.000000000,1705311025.566017389,-15.260000229,-41.209999084,163.419998169,0.181999996,-0.513999999,0.554000020
1705311025.582932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367815.000000000,1705311025.582616806,-15.270000458,-41.290000916,163.410003662,0.181999996,-0.514999986,0.551999986
1705311025.599452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367816.000000000,1705311025.599117756,-15.220000267,-41.259998322,163.429992676,0.181999996,-0.515999973,0.551999986
1705311025.615474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367817.000000000,1705311025.615369081,-15.210000038,-41.270000458,163.419998169,0.180000007,-0.515999973,0.554000020
1705311025.631754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367818.000000000,1705311025.631600618,-15.229999542,-41.250000000,163.419998169,0.180000007,-0.514999986,0.554000020
1705311025.648308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367819.000000000,1705311025.647866011,-15.270000458,-41.259998322,163.419998169,0.181999996,-0.514999986,0.554000020
1705311025.658960,11.654814257,-9.912432734,-0.515166650,0.553333342,0.000000000,0.000000000,11.389683316,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.130806052,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.234494796,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.244949207,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-15.243333499,0.000000000,0.000000000,0.000000000,0.000000000,-41.256666183,163.419998169,0.181333333,,,,,,,,
1705311025.664389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367820.000000000,1705311025.664179087,-15.310000420,-41.279998779,163.429992676,0.181999996,-0.513000011,0.554000020
1705311025.676584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367821.000000000,1705311025.676407337,-15.260000229,-41.270000458,163.399993896,0.181999996,-0.513999999,0.555000007
1705311025.692839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367822.000000000,1705311025.692651749,-15.279999733,-41.299999237,163.389999390,0.180000007,-0.513999999,0.555000007
1705311025.709299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367823.000000000,1705311025.708966255,-15.329999924,-41.349998474,163.440002441,0.180000007,-0.513000011,0.552999973
1705311025.725551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367824.000000000,1705311025.725248098,-15.260000229,-41.360000610,163.440002441,0.180999994,-0.514999986,0.551999986
1705311025.741602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367825.000000000,1705311025.741458893,-15.239999771,-41.290000916,163.369995117,0.180000007,-0.514999986,0.554000020
1705311025.757980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367826.000000000,1705311025.757726431,-15.270000458,-41.310001373,163.410003662,0.180000007,-0.513999999,0.555000007
1705311025.758731,11.619576218,-9.964337958,-0.513999999,0.554000003,0.000000000,0.000000000,11.381112236,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.131425098,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.233328144,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.245615868,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-15.278571538,0.000000000,0.000000000,0.000000000,0.000000000,-41.308571407,163.411427089,0.180714288,,,,,,,,
1705311025.774180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367827.000000000,1705311025.773999214,-15.260000229,-41.229999542,163.440002441,0.181999996,-0.514999986,0.552999973
1705311025.790351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367828.000000000,1705311025.790255785,-15.239999771,-41.259998322,163.440002441,0.181999996,-0.515999973,0.554000020
1705311025.806586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367829.000000000,1705311025.806487083,-15.220000267,-41.290000916,163.410003662,0.180999994,-0.514999986,0.555000007
1705311025.822990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367830.000000000,1705311025.822741032,-15.220000267,-41.279998779,163.419998169,0.181999996,-0.514999986,0.555000007
1705311025.839231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367831.000000000,1705311025.839008808,-15.220000267,-41.270000458,163.449996948,0.181999996,-0.515999973,0.554000020
1705311025.855366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367832.000000000,1705311025.855251551,-15.220000267,-41.270000458,163.460006714,0.181999996,-0.515999973,0.552999973
1705311025.871725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367833.000000000,1705311025.871494055,-15.289999962,-41.400001526,163.429992676,0.179000005,-0.513999999,0.555000007
1705311025.888059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367834.000000000,1705311025.887761354,-15.260000229,-41.380001068,163.419998169,0.178000003,-0.513999999,0.555000007
1705311025.889200,11.656897598,-9.953266684,-0.515124984,0.554250002,0.000000000,0.000000000,11.403435300,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.131139388,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.234453130,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.245865867,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-15.241250157,0.000000000,0.000000000,0.000000000,0.000000000,-41.297500134,163.433750153,0.180999998,,,,,,,,
1705311025.904265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367835.000000000,1705311025.904018879,-15.220000267,-41.270000458,163.419998169,0.181999996,-0.515999973,0.552999973
1705311025.916371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367836.000000000,1705311025.916212082,-15.260000229,-41.250000000,163.419998169,0.182999998,-0.513999999,0.552999973
1705311025.932661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367837.000000000,1705311025.932447195,-15.319999695,-41.349998474,163.369995117,0.180999994,-0.513000011,0.554000020
1705311025.948928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367838.000000000,1705311025.948698044,-15.250000000,-41.389999390,163.410003662,0.180000007,-0.513000011,0.554000020
1705311025.959002,11.635647708,-9.970766131,-0.513999999,0.553499997,0.000000000,0.000000000,11.374683927,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.130639387,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.233328144,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.245115861,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-15.262500048,0.000000000,0.000000000,0.000000000,0.000000000,-41.314999580,163.404998779,0.181499999,,,,,,,,
1705311025.965396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367839.000000000,1705311025.965036392,-15.260000229,-41.349998474,163.419998169,0.180999994,-0.513000011,0.554000020
1705311025.981435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367840.000000000,1705311025.981290579,-15.279999733,-41.229999542,163.429992676,0.184000000,-0.513999999,0.551999986
1705311025.997937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367841.000000000,1705311025.997656345,-15.270000458,-41.240001678,163.460006714,0.182999998,-0.513999999,0.554000020
1705311026.014628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367842.000000000,1705311026.014172554,-15.310000420,-41.380001068,163.369995117,0.180000007,-0.513000011,0.554000020
1705311026.031228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367843.000000000,1705311026.030793905,-15.229999542,-41.270000458,163.419998169,0.180999994,-0.514999986,0.554000020
1705311026.047516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367844.000000000,1705311026.047299623,-15.260000229,-41.209999084,163.399993896,0.180999994,-0.514999986,0.552999973
1705311026.058583,11.629814321,-9.935766602,-0.513999999,0.553500007,0.000000000,0.000000000,11.386349271,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.130472721,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.233328144,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.245115871,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-15.268333435,0.000000000,0.000000000,0.000000000,0.000000000,-41.280000051,163.416664124,0.181666665,,,,,,,,
1705311026.064068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367845.000000000,1705311026.063815117,-15.170000076,-41.340000153,163.429992676,0.180999994,-0.515999973,0.551999986
1705311026.076514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367846.000000000,1705311026.076249599,-15.159999847,-41.360000610,163.429992676,0.180999994,-0.515999973,0.554000020
1705311026.093099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367847.000000000,1705311026.092815638,-15.210000038,-41.380001068,163.419998169,0.179000005,-0.515999973,0.554000020
1705311026.109284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367848.000000000,1705311026.109147072,-15.239999771,-41.349998474,163.449996948,0.180000007,-0.515999973,0.552999973
1705311026.125750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367849.000000000,1705311026.125441790,-15.239999771,-41.349998474,163.449996948,0.180000007,-0.515999973,0.552999973
1705311026.142021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367850.000000000,1705311026.141709328,-15.260000229,-41.330001831,163.440002441,0.179000005,-0.513999999,0.550999999
1705311026.157354,11.684814467,-10.007433319,-0.515666644,0.552833329,0.000000000,0.000000000,11.406348457,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.132139383,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.234994789,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.244449193,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-15.213333289,0.000000000,0.000000000,0.000000000,0.000000000,-41.351666768,163.436663310,0.180000002,,,,,,,,
1705311026.158206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367851.000000000,1705311026.157963037,-15.270000458,-41.319999695,163.440002441,0.179000005,-0.513999999,0.552999973
1705311026.174488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367852.000000000,1705311026.174198627,-15.210000038,-41.180000305,163.470001221,0.182999998,-0.515999973,0.551999986
1705311026.190685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367853.000000000,1705311026.190464497,-15.199999809,-41.240001678,163.440002441,0.181999996,-0.513999999,0.552999973
1705311026.206734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367854.000000000,1705311026.206696510,-15.210000038,-41.250000000,163.410003662,0.181999996,-0.513999999,0.555000007
1705311026.223016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367855.000000000,1705311026.222928286,-15.220000267,-41.330001831,163.440002441,0.180999994,-0.515999973,0.552999973
1705311026.239318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367856.000000000,1705311026.239207983,-15.170000076,-41.259998322,163.429992676,0.182999998,-0.515999973,0.552999973
1705311026.255610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367857.000000000,1705311026.255461454,-15.170000076,-41.220001221,163.500000000,0.181999996,-0.514999986,0.550999999
1705311026.257119,11.691004790,-9.912909844,-0.514999986,0.552857127,0.000000000,0.000000000,11.416828702,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.130425102,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.234328131,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.244472991,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-15.207142966,0.000000000,0.000000000,0.000000000,0.000000000,-41.257143293,163.447143555,0.181714284,,,,,,,,
1705311026.271829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367858.000000000,1705311026.271704435,-15.229999542,-41.259998322,163.399993896,0.180999994,-0.513999999,0.552999973
1705311026.288082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367859.000000000,1705311026.287967920,-15.210000038,-41.299999237,163.419998169,0.181999996,-0.514999986,0.551999986
1705311026.300299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367860.000000000,1705311026.300166368,-15.260000229,-41.319999695,163.470001221,0.181999996,-0.514999986,0.552999973
1705311026.316703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367861.000000000,1705311026.316433907,-15.239999771,-41.279998779,163.419998169,0.182999998,-0.513999999,0.551999986
1705311026.332846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367862.000000000,1705311026.332663298,-15.270000458,-41.310001373,163.410003662,0.180000007,-0.514999986,0.552999973
1705311026.348991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367863.000000000,1705311026.348909855,-15.220000267,-41.290000916,163.460006714,0.181999996,-0.515999973,0.552999973
1705311026.358355,11.659814372,-9.949099604,-0.514833321,0.552666644,0.000000000,0.000000000,11.399685452,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.130472721,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.234161467,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.244282509,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-15.238333384,0.000000000,0.000000000,0.000000000,0.000000000,-41.293333054,163.430000305,0.181666665,,,,,,,,
1705311026.365311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367864.000000000,1705311026.365189791,-15.180000305,-41.319999695,163.449996948,0.180999994,-0.515999973,0.552999973
1705311026.381437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367865.000000000,1705311026.381402493,-15.189999580,-41.330001831,163.389999390,0.180999994,-0.515999973,0.552999973
1705311026.397757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367866.000000000,1705311026.397650480,-15.210000038,-41.360000610,163.380004883,0.180000007,-0.515999973,0.552999973
